name,partition,set,error
2p95,docking,pdbbind,2p95 does not contain any pose data
2p95,crystal,pdbbind,no ligand for 2p95 (pdbbind set)
3nuj,docking,pdbbind,3nuj does not contain any pose data
3nuj,crystal,pdbbind,no ligand for 3nuj (pdbbind set)
4ca5,docking,pdbbind,4ca5 does not contain any pose data
4ca5,crystal,pdbbind,no ligand for 4ca5 (pdbbind set)
1ebz,docking,pdbbind,1ebz does not contain any pose data
1ebz,crystal,pdbbind,no ligand for 1ebz (pdbbind set)
1fkf,docking,pdbbind,1fkf does not contain any pose data
1fkf,crystal,pdbbind,no ligand for 1fkf (pdbbind set)
1ksn,docking,pdbbind,1ksn does not contain any pose data
1ksn,crystal,pdbbind,no ligand for 1ksn (pdbbind set)
1met,docking,pdbbind,1met does not contain any pose data
1met,crystal,pdbbind,no ligand for 1met (pdbbind set)
1pme,docking,pdbbind,1pme does not contain any pose data
1pme,crystal,pdbbind,no ligand for 1pme (pdbbind set)
2o4r,docking,pdbbind,2o4r does not contain any pose data
2o4r,crystal,pdbbind,no ligand for 2o4r (pdbbind set)
2w26,docking,pdbbind,2w26 does not contain any pose data
2w26,crystal,pdbbind,no ligand for 2w26 (pdbbind set)
4a4q,docking,pdbbind,4a4q does not contain any pose data
4a4q,crystal,pdbbind,no ligand for 4a4q (pdbbind set)
4erf,docking,pdbbind,4erf does not contain any pose data
4erf,crystal,pdbbind,no ligand for 4erf (pdbbind set)
4qac,docking,pdbbind,4qac does not contain any pose data
4qac,crystal,pdbbind,no ligand for 4qac (pdbbind set)
5anu,docking,pdbbind,5anu does not contain any pose data
5anu,crystal,pdbbind,no ligand for 5anu (pdbbind set)
5i3y,docking,pdbbind,5i3y does not contain any pose data
5i3y,crystal,pdbbind,no ligand for 5i3y (pdbbind set)
5llo,docking,pdbbind,5llo does not contain any pose data
5llo,crystal,pdbbind,no ligand for 5llo (pdbbind set)
6got,docking,pdbbind,6got does not contain any pose data
6got,crystal,pdbbind,no ligand for 6got (pdbbind set)
3ekv,docking,pdbbind,3ekv does not contain any pose data
3ekv,crystal,pdbbind,no ligand for 3ekv (pdbbind set)
3ekx,docking,pdbbind,3ekx does not contain any pose data
3ekx,crystal,pdbbind,no ligand for 3ekx (pdbbind set)
5jop,docking,pdbbind,5jop does not contain any pose data
5jop,crystal,pdbbind,no ligand for 5jop (pdbbind set)
1hsh,docking,pdbbind,1hsh does not contain any pose data
1hsh,crystal,pdbbind,no ligand for 1hsh (pdbbind set)
3bgs,docking,pdbbind,3bgs does not contain any pose data
3bgs,crystal,pdbbind,no ligand for 3bgs (pdbbind set)
3rbu,docking,pdbbind,3rbu does not contain any pose data
3rbu,crystal,pdbbind,no ligand for 3rbu (pdbbind set)
1g1d,docking,pdbbind,1g1d does not contain any pose data
1g1d,crystal,pdbbind,no ligand for 1g1d (pdbbind set)
4mc9,docking,pdbbind,4mc9 does not contain any pose data
4mc9,crystal,pdbbind,no ligand for 4mc9 (pdbbind set)
2yki,docking,pdbbind,2yki does not contain any pose data
2yki,crystal,pdbbind,no ligand for 2yki (pdbbind set)
4b7p,docking,pdbbind,4b7p does not contain any pose data
4b7p,crystal,pdbbind,no ligand for 4b7p (pdbbind set)
6g2r,docking,pdbbind,6g2r does not contain any pose data
6g2r,crystal,pdbbind,no ligand for 6g2r (pdbbind set)
1qbs,docking,pdbbind,1qbs does not contain any pose data
1qbs,crystal,pdbbind,no ligand for 1qbs (pdbbind set)
4wko,docking,pdbbind,4wko does not contain any pose data
4wko,crystal,pdbbind,no ligand for 4wko (pdbbind set)
1xjd,docking,pdbbind,1xjd does not contain any pose data
1xjd,crystal,pdbbind,no ligand for 1xjd (pdbbind set)
6e7j,docking,pdbbind,6e7j does not contain any pose data
6e7j,crystal,pdbbind,no ligand for 6e7j (pdbbind set)
1bnq,docking,pdbbind,1bnq does not contain any pose data
1bnq,crystal,pdbbind,no ligand for 1bnq (pdbbind set)
4xu1,docking,pdbbind,4xu1 does not contain any pose data
4xu1,crystal,pdbbind,no ligand for 4xu1 (pdbbind set)
5kr1,docking,pdbbind,5kr1 does not contain any pose data
5kr1,crystal,pdbbind,no ligand for 5kr1 (pdbbind set)
4xu3,docking,pdbbind,4xu3 does not contain any pose data
4xu3,crystal,pdbbind,no ligand for 4xu3 (pdbbind set)
1hvr,docking,pdbbind,1hvr does not contain any pose data
1hvr,crystal,pdbbind,no ligand for 1hvr (pdbbind set)
1s19,docking,pdbbind,1s19 does not contain any pose data
1s19,crystal,pdbbind,no ligand for 1s19 (pdbbind set)
2p4s,docking,pdbbind,2p4s does not contain any pose data
2p4s,crystal,pdbbind,no ligand for 2p4s (pdbbind set)
1m4h,docking,pdbbind,1m4h does not contain any pose data
1m4h,crystal,pdbbind,no ligand for 1m4h (pdbbind set)
2ax9,docking,pdbbind,2ax9 does not contain any pose data
2ax9,crystal,pdbbind,no ligand for 2ax9 (pdbbind set)
2bys,docking,pdbbind,2bys does not contain any pose data
2bys,crystal,pdbbind,no ligand for 2bys (pdbbind set)
2g94,docking,pdbbind,2g94 does not contain any pose data
2g94,crystal,pdbbind,no ligand for 2g94 (pdbbind set)
2gvj,docking,pdbbind,2gvj does not contain any pose data
2gvj,crystal,pdbbind,no ligand for 2gvj (pdbbind set)
2hoc,docking,pdbbind,2hoc does not contain any pose data
2hoc,crystal,pdbbind,no ligand for 2hoc (pdbbind set)
3fv3,docking,pdbbind,3fv3 does not contain any pose data
3fv3,crystal,pdbbind,no ligand for 3fv3 (pdbbind set)
3g0w,docking,pdbbind,3g0w does not contain any pose data
3g0w,crystal,pdbbind,no ligand for 3g0w (pdbbind set)
3g5k,docking,pdbbind,3g5k does not contain any pose data
3g5k,crystal,pdbbind,no ligand for 3g5k (pdbbind set)
4ivd,docking,pdbbind,4ivd does not contain any pose data
4ivd,crystal,pdbbind,no ligand for 4ivd (pdbbind set)
4ty7,docking,pdbbind,4ty7 does not contain any pose data
4ty7,crystal,pdbbind,no ligand for 4ty7 (pdbbind set)
5llc,docking,pdbbind,5llc does not contain any pose data
5llc,crystal,pdbbind,no ligand for 5llc (pdbbind set)
6cjr,docking,pdbbind,6cjr does not contain any pose data
6cjr,crystal,pdbbind,no ligand for 6cjr (pdbbind set)
6n7d,docking,pdbbind,6n7d does not contain any pose data
6n7d,crystal,pdbbind,no ligand for 6n7d (pdbbind set)
1g52,docking,pdbbind,1g52 does not contain any pose data
1g52,crystal,pdbbind,no ligand for 1g52 (pdbbind set)
2pog,docking,pdbbind,2pog does not contain any pose data
2pog,crystal,pdbbind,no ligand for 2pog (pdbbind set)
3ppm,docking,pdbbind,3ppm does not contain any pose data
3ppm,crystal,pdbbind,no ligand for 3ppm (pdbbind set)
1dmp,docking,pdbbind,1dmp does not contain any pose data
1dmp,crystal,pdbbind,no ligand for 1dmp (pdbbind set)
1ws1,docking,pdbbind,1ws1 does not contain any pose data
1ws1,crystal,pdbbind,no ligand for 1ws1 (pdbbind set)
4gr0,docking,pdbbind,4gr0 does not contain any pose data
4gr0,crystal,pdbbind,no ligand for 4gr0 (pdbbind set)
4wkp,docking,pdbbind,4wkp does not contain any pose data
4wkp,crystal,pdbbind,no ligand for 4wkp (pdbbind set)
1i37,docking,pdbbind,1i37 does not contain any pose data
1i37,crystal,pdbbind,no ligand for 1i37 (pdbbind set)
1o86,docking,pdbbind,1o86 does not contain any pose data
1o86,crystal,pdbbind,no ligand for 1o86 (pdbbind set)
2z4o,docking,pdbbind,2z4o does not contain any pose data
2z4o,crystal,pdbbind,no ligand for 2z4o (pdbbind set)
4ax9,docking,pdbbind,4ax9 does not contain any pose data
4ax9,crystal,pdbbind,no ligand for 4ax9 (pdbbind set)
4gql,docking,pdbbind,4gql does not contain any pose data
4gql,crystal,pdbbind,no ligand for 4gql (pdbbind set)
4mc6,docking,pdbbind,4mc6 does not contain any pose data
4mc6,crystal,pdbbind,no ligand for 4mc6 (pdbbind set)
5cjf,docking,pdbbind,5cjf does not contain any pose data
5cjf,crystal,pdbbind,no ligand for 5cjf (pdbbind set)
4gqp,docking,pdbbind,4gqp does not contain any pose data
4gqp,crystal,pdbbind,no ligand for 4gqp (pdbbind set)
1if8,docking,pdbbind,1if8 does not contain any pose data
1if8,crystal,pdbbind,no ligand for 1if8 (pdbbind set)
2zx8,docking,pdbbind,2zx8 does not contain any pose data
2zx8,crystal,pdbbind,no ligand for 2zx8 (pdbbind set)
3el1,docking,pdbbind,3el1 does not contain any pose data
3el1,crystal,pdbbind,no ligand for 3el1 (pdbbind set)
3s54,docking,pdbbind,3s54 does not contain any pose data
3s54,crystal,pdbbind,no ligand for 3s54 (pdbbind set)
4b7r,docking,pdbbind,4b7r does not contain any pose data
4b7r,crystal,pdbbind,no ligand for 4b7r (pdbbind set)
5dh5,docking,pdbbind,5dh5 does not contain any pose data
5dh5,crystal,pdbbind,no ligand for 5dh5 (pdbbind set)
3pe1,docking,pdbbind,3pe1 does not contain any pose data
3pe1,crystal,pdbbind,no ligand for 3pe1 (pdbbind set)
3dp9,docking,pdbbind,3dp9 does not contain any pose data
3dp9,crystal,pdbbind,no ligand for 3dp9 (pdbbind set)
4zip,docking,pdbbind,4zip does not contain any pose data
4zip,crystal,pdbbind,no ligand for 4zip (pdbbind set)
6n78,docking,pdbbind,6n78 does not contain any pose data
6n78,crystal,pdbbind,no ligand for 6n78 (pdbbind set)
6n79,docking,pdbbind,6n79 does not contain any pose data
6n79,crystal,pdbbind,no ligand for 6n79 (pdbbind set)
1bnu,docking,pdbbind,1bnu does not contain any pose data
1bnu,crystal,pdbbind,no ligand for 1bnu (pdbbind set)
1df8,docking,pdbbind,1df8 does not contain any pose data
1df8,crystal,pdbbind,no ligand for 1df8 (pdbbind set)
1eby,docking,pdbbind,1eby does not contain any pose data
1eby,crystal,pdbbind,no ligand for 1eby (pdbbind set)
1fkb,docking,pdbbind,1fkb does not contain any pose data
1fkb,crystal,pdbbind,no ligand for 1fkb (pdbbind set)
1mrw,docking,pdbbind,1mrw does not contain any pose data
1mrw,crystal,pdbbind,no ligand for 1mrw (pdbbind set)
2vh6,docking,pdbbind,2vh6 does not contain any pose data
2vh6,crystal,pdbbind,no ligand for 2vh6 (pdbbind set)
3sm2,docking,pdbbind,3sm2 does not contain any pose data
3sm2,crystal,pdbbind,no ligand for 3sm2 (pdbbind set)
4cd0,docking,pdbbind,4cd0 does not contain any pose data
4cd0,crystal,pdbbind,no ligand for 4cd0 (pdbbind set)
4fk6,docking,pdbbind,4fk6 does not contain any pose data
4fk6,crystal,pdbbind,no ligand for 4fk6 (pdbbind set)
5dxt,docking,pdbbind,5dxt does not contain any pose data
5dxt,crystal,pdbbind,no ligand for 5dxt (pdbbind set)
5sz4,docking,pdbbind,5sz4 does not contain any pose data
5sz4,crystal,pdbbind,no ligand for 5sz4 (pdbbind set)
5sz7,docking,pdbbind,5sz7 does not contain any pose data
5sz7,crystal,pdbbind,no ligand for 5sz7 (pdbbind set)
6cjs,docking,pdbbind,6cjs does not contain any pose data
6cjs,crystal,pdbbind,no ligand for 6cjs (pdbbind set)
6oja,docking,pdbbind,6oja does not contain any pose data
6oja,crystal,pdbbind,no ligand for 6oja (pdbbind set)
4crl,docking,pdbbind,4crl does not contain any pose data
4crl,crystal,pdbbind,no ligand for 4crl (pdbbind set)
1z6e,docking,pdbbind,1z6e does not contain any pose data
1z6e,crystal,pdbbind,no ligand for 1z6e (pdbbind set)
3fuc,docking,pdbbind,3fuc does not contain any pose data
3fuc,crystal,pdbbind,no ligand for 3fuc (pdbbind set)
4wkn,docking,pdbbind,4wkn does not contain any pose data
4wkn,crystal,pdbbind,no ligand for 4wkn (pdbbind set)
1nh0,docking,pdbbind,1nh0 does not contain any pose data
1nh0,crystal,pdbbind,no ligand for 1nh0 (pdbbind set)
3dk1,docking,pdbbind,3dk1 does not contain any pose data
3dk1,crystal,pdbbind,no ligand for 3dk1 (pdbbind set)
3p3g,docking,pdbbind,3p3g does not contain any pose data
3p3g,crystal,pdbbind,no ligand for 3p3g (pdbbind set)
5izf,docking,pdbbind,5izf does not contain any pose data
5izf,crystal,pdbbind,no ligand for 5izf (pdbbind set)
3pe2,docking,pdbbind,3pe2 does not contain any pose data
3pe2,crystal,pdbbind,no ligand for 3pe2 (pdbbind set)
4yhm,docking,pdbbind,4yhm does not contain any pose data
4yhm,crystal,pdbbind,no ligand for 4yhm (pdbbind set)
3ggu,docking,pdbbind,3ggu does not contain any pose data
3ggu,crystal,pdbbind,no ligand for 3ggu (pdbbind set)
456c,docking,pdbbind,456c does not contain any pose data
456c,crystal,pdbbind,no ligand for 456c (pdbbind set)
6fs0,docking,pdbbind,6fs0 does not contain any pose data
6fs0,crystal,pdbbind,no ligand for 6fs0 (pdbbind set)
4x24,docking,pdbbind,4x24 does not contain any pose data
4x24,crystal,pdbbind,no ligand for 4x24 (pdbbind set)
1bnt,docking,pdbbind,1bnt does not contain any pose data
1bnt,crystal,pdbbind,no ligand for 1bnt (pdbbind set)
3lxk,docking,pdbbind,3lxk does not contain any pose data
3lxk,crystal,pdbbind,no ligand for 3lxk (pdbbind set)
3nuo,docking,pdbbind,3nuo does not contain any pose data
3nuo,crystal,pdbbind,no ligand for 3nuo (pdbbind set)
6ixd,docking,pdbbind,6ixd does not contain any pose data
6ixd,crystal,pdbbind,no ligand for 6ixd (pdbbind set)
1pvn,docking,pdbbind,1pvn does not contain any pose data
1pvn,crystal,pdbbind,no ligand for 1pvn (pdbbind set)
3m36,docking,pdbbind,3m36 does not contain any pose data
3m36,crystal,pdbbind,no ligand for 3m36 (pdbbind set)
3nu3,docking,pdbbind,3nu3 does not contain any pose data
3nu3,crystal,pdbbind,no ligand for 3nu3 (pdbbind set)
4eb8,docking,pdbbind,4eb8 does not contain any pose data
4eb8,crystal,pdbbind,no ligand for 4eb8 (pdbbind set)
4xtz,docking,pdbbind,4xtz does not contain any pose data
4xtz,crystal,pdbbind,no ligand for 4xtz (pdbbind set)
4zo5,docking,pdbbind,4zo5 does not contain any pose data
4zo5,crystal,pdbbind,no ligand for 4zo5 (pdbbind set)
2xef,docking,pdbbind,2xef does not contain any pose data
2xef,crystal,pdbbind,no ligand for 2xef (pdbbind set)
6dh8,docking,pdbbind,6dh8 does not contain any pose data
6dh8,crystal,pdbbind,no ligand for 6dh8 (pdbbind set)
2std,docking,pdbbind,2std does not contain any pose data
2std,crystal,pdbbind,no ligand for 2std (pdbbind set)
3kdb,docking,pdbbind,3kdb does not contain any pose data
3kdb,crystal,pdbbind,no ligand for 3kdb (pdbbind set)
3rdo,docking,pdbbind,3rdo does not contain any pose data
3rdo,crystal,pdbbind,no ligand for 3rdo (pdbbind set)
6oqd,docking,pdbbind,6oqd does not contain any pose data
6oqd,crystal,pdbbind,no ligand for 6oqd (pdbbind set)
6dh7,docking,pdbbind,6dh7 does not contain any pose data
6dh7,crystal,pdbbind,no ligand for 6dh7 (pdbbind set)
1bn3,docking,pdbbind,1bn3 does not contain any pose data
1bn3,crystal,pdbbind,no ligand for 1bn3 (pdbbind set)
1e66,docking,pdbbind,1e66 does not contain any pose data
1e66,crystal,pdbbind,no ligand for 1e66 (pdbbind set)
2drc,docking,pdbbind,2drc does not contain any pose data
2drc,crystal,pdbbind,no ligand for 2drc (pdbbind set)
1hxb,docking,pdbbind,1hxb does not contain any pose data
1hxb,crystal,pdbbind,no ligand for 1hxb (pdbbind set)
1zsf,docking,pdbbind,1zsf does not contain any pose data
1zsf,crystal,pdbbind,no ligand for 1zsf (pdbbind set)
2vnp,docking,pdbbind,2vnp does not contain any pose data
2vnp,crystal,pdbbind,no ligand for 2vnp (pdbbind set)
3ies,docking,pdbbind,3ies does not contain any pose data
3ies,crystal,pdbbind,no ligand for 3ies (pdbbind set)
3rlb,docking,pdbbind,3rlb does not contain any pose data
3rlb,crystal,pdbbind,no ligand for 3rlb (pdbbind set)
6dh6,docking,pdbbind,6dh6 does not contain any pose data
6dh6,crystal,pdbbind,no ligand for 6dh6 (pdbbind set)
1hvl,docking,pdbbind,1hvl does not contain any pose data
1hvl,crystal,pdbbind,no ligand for 1hvl (pdbbind set)
1bv9,docking,pdbbind,1bv9 does not contain any pose data
1bv9,crystal,pdbbind,no ligand for 1bv9 (pdbbind set)
1fjs,docking,pdbbind,1fjs does not contain any pose data
1fjs,crystal,pdbbind,no ligand for 1fjs (pdbbind set)
2xmy,docking,pdbbind,2xmy does not contain any pose data
2xmy,crystal,pdbbind,no ligand for 2xmy (pdbbind set)
4m8y,docking,pdbbind,4m8y does not contain any pose data
4m8y,crystal,pdbbind,no ligand for 4m8y (pdbbind set)
6o0p,docking,pdbbind,6o0p does not contain any pose data
6o0p,crystal,pdbbind,no ligand for 6o0p (pdbbind set)
1bnn,docking,pdbbind,1bnn does not contain any pose data
1bnn,crystal,pdbbind,no ligand for 1bnn (pdbbind set)
1bxo,docking,pdbbind,1bxo does not contain any pose data
1bxo,crystal,pdbbind,no ligand for 1bxo (pdbbind set)
1d4h,docking,pdbbind,1d4h does not contain any pose data
1d4h,crystal,pdbbind,no ligand for 1d4h (pdbbind set)
1ec2,docking,pdbbind,1ec2 does not contain any pose data
1ec2,crystal,pdbbind,no ligand for 1ec2 (pdbbind set)
1flr,docking,pdbbind,1flr does not contain any pose data
1flr,crystal,pdbbind,no ligand for 1flr (pdbbind set)
1gar,docking,pdbbind,1gar does not contain any pose data
1gar,crystal,pdbbind,no ligand for 1gar (pdbbind set)
1igj,docking,pdbbind,1igj does not contain any pose data
1igj,crystal,pdbbind,no ligand for 1igj (pdbbind set)
1rjk,docking,pdbbind,1rjk does not contain any pose data
1rjk,crystal,pdbbind,no ligand for 1rjk (pdbbind set)
3h5b,docking,pdbbind,3h5b does not contain any pose data
3h5b,crystal,pdbbind,no ligand for 3h5b (pdbbind set)
4ivc,docking,pdbbind,4ivc does not contain any pose data
4ivc,crystal,pdbbind,no ligand for 4ivc (pdbbind set)
4lhv,docking,pdbbind,4lhv does not contain any pose data
4lhv,crystal,pdbbind,no ligand for 4lhv (pdbbind set)
4twp,docking,pdbbind,4twp does not contain any pose data
4twp,crystal,pdbbind,no ligand for 4twp (pdbbind set)
6e23,docking,pdbbind,6e23 does not contain any pose data
6e23,crystal,pdbbind,no ligand for 6e23 (pdbbind set)
6udi,docking,pdbbind,6udi does not contain any pose data
6udi,crystal,pdbbind,no ligand for 6udi (pdbbind set)
6udt,docking,pdbbind,6udt does not contain any pose data
6udt,crystal,pdbbind,no ligand for 6udt (pdbbind set)
3mxe,docking,pdbbind,3mxe does not contain any pose data
3mxe,crystal,pdbbind,no ligand for 3mxe (pdbbind set)
1n4k,docking,pdbbind,1n4k does not contain any pose data
1n4k,crystal,pdbbind,no ligand for 1n4k (pdbbind set)
1nm6,docking,pdbbind,1nm6 does not contain any pose data
1nm6,crystal,pdbbind,no ligand for 1nm6 (pdbbind set)
4rfm,docking,pdbbind,4rfm does not contain any pose data
4rfm,crystal,pdbbind,no ligand for 4rfm (pdbbind set)
3lzu,docking,pdbbind,3lzu does not contain any pose data
3lzu,crystal,pdbbind,no ligand for 3lzu (pdbbind set)
1sdu,docking,pdbbind,1sdu does not contain any pose data
1sdu,crystal,pdbbind,no ligand for 1sdu (pdbbind set)
1sr7,docking,pdbbind,1sr7 does not contain any pose data
1sr7,crystal,pdbbind,no ligand for 1sr7 (pdbbind set)
2o4j,docking,pdbbind,2o4j does not contain any pose data
2o4j,crystal,pdbbind,no ligand for 2o4j (pdbbind set)
2p16,docking,pdbbind,2p16 does not contain any pose data
2p16,crystal,pdbbind,no ligand for 2p16 (pdbbind set)
1y6r,docking,pdbbind,1y6r does not contain any pose data
1y6r,crystal,pdbbind,no ligand for 1y6r (pdbbind set)
6chp,docking,pdbbind,6chp does not contain any pose data
6chp,crystal,pdbbind,no ligand for 6chp (pdbbind set)
5v82,docking,pdbbind,5v82 does not contain any pose data
5v82,crystal,pdbbind,no ligand for 5v82 (pdbbind set)
4f3k,docking,pdbbind,4f3k does not contain any pose data
4f3k,crystal,pdbbind,no ligand for 4f3k (pdbbind set)
3ps1,docking,pdbbind,3ps1 does not contain any pose data
3ps1,crystal,pdbbind,no ligand for 3ps1 (pdbbind set)
3u8n,docking,pdbbind,3u8n does not contain any pose data
3u8n,crystal,pdbbind,no ligand for 3u8n (pdbbind set)
4tmn,docking,pdbbind,4tmn does not contain any pose data
4tmn,crystal,pdbbind,no ligand for 4tmn (pdbbind set)
5llh,docking,pdbbind,5llh does not contain any pose data
5llh,crystal,pdbbind,no ligand for 5llh (pdbbind set)
6nzv,docking,pdbbind,6nzv does not contain any pose data
6nzv,crystal,pdbbind,no ligand for 6nzv (pdbbind set)
4ggz,docking,pdbbind,4ggz does not contain any pose data
4ggz,crystal,pdbbind,no ligand for 4ggz (pdbbind set)
5etj,docking,pdbbind,5etj does not contain any pose data
